Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
678	item182	Final Part Placeholder	0	Mscroll	Misc	0	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
679	item182	Level Design Placeholder	0	Mscroll	Misc	0	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
680	item182	Artifact Placeholder (Elf vs. Human)	0	Mscroll	Misc	0	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
681	item182	Riverstride Plans Placeholder	0	Mscroll	Misc	0	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
682	item182	False Plans Placeholder	0	Mscroll	Misc	0	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
683	item182	Karte zur Evenmorn - Insel	400	Mscroll	Misc	0	1	2	0	Schriftrolle	77	0	0	0	0	"Eine Navigations - Karte; die wird bestimmt noch hilfreich sein!"
684	item182	Neutral Bow Placeholder	0	Mscroll	Misc	0	1	2	0	Schriftrolle	35	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
685	item182	Elf/Human Artifact Placeholder	0	Mscroll	Misc	0	1	2	0	Schriftrolle	35	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
686	item353	Eisenerz	100	N / A	Misc	0	1	2	0	Erzklumpen	137	0	0	0	0	Ein kleines Stück Eisenerz. Ein begabter Handwerker könnte daraus eine Waffe, ein Amulett, einen Ring, eine Rüstung  oder einen anderen brauchbaren Gegenstand herstellen.
687	item354	Siertalerz	250	N / A	Misc	0	1	2	0	Erzklumpen	138	0	0	0	0	Ein kleines Stück Siertalerz. Es ist stärker und leichter als Eisen. Ein begabter Handwerker könnte daraus eine hervorragende Waffe, ein Amulett, einen Ring, eine Rüstung  oder einen anderen brauchbaren Gegenstand herstellen..
688	item355	Phylterz	500	N / A	Misc	0	1	2	0	Erzklumpen	139	0	0	0	0	Ein kleines Stück Phylterz. Phylt wird oft in Stahllegierungen verwendet, um die Haltbarkeit und die Magieempfänglichkeit des Stahls zu erhöhen. Ein begabter Handwerker könnte daraus eine Waffe, ein Amulett, einen Ring, eine Rüstung  oder einen anderen brauchbaren Gegenstand herstellen.
689	item356	Kergarerz	1000	N / A	Misc	0	1	2	0	Erzklumpen	140	0	0	0	0	Ein kleines Stück Kergarerz. Kergar hat viele Eigenschaften des Stahls aber es ist deutlich empfänglicher für Verzauberungen. Ein begabter Handwerker könnte daraus eine magische Waffe, ein Amulett, einen Ring, eine Rüstung  oder einen anderen brauchbaren Gegenstand herstellen.
690	item357	Erudineerz	1500	N / A	Misc	0	1	2	0	Erzklumpen	141	0	0	0	0	Ein kleines Stück Erudineerz. Es ist ein seltenes magisches Erz, das nur in wenigen Gebieten Erathias zu finden ist. Ein begabter Handwerker könnte daraus eine mächtige Waffe, ein Amulett, einen Ring, eine Rüstung  oder einen anderen brauchbaren Gegenstand herstellen.
691	item358	Stalterz	2500	N / A	Misc	0	1	2	0	Erzklumpen	142	0	0	0	0	Ein kleines Stück Stalterz. Es ist leicht zu verzaubern und hart wie Obsidian. Ein begabter Handwerker könnte daraus eine übermächtige Waffe, ein Amulett, einen Ring, eine Rüstung  oder einen anderen brauchbaren Gegenstand herstellen.
692	item400	Kiste mit Pfeilspitzen	0	N / A	Misc	0	1	2	0	Kiste	144	0	0	0	0	Eine Kiste mit Gütern.
693	item401	Kiste mit Greifenfedern	0	N / A	Misc	0	1	2	0	Kiste	144	0	0	0	0	Eine Kiste mit Gütern.
694	item402	Kiste mit Tulareanholz	0	N / A	Misc	0	1	2	0	Kiste	144	0	0	0	0	Eine Kiste mit Gütern.
695	item403	Kiste mit Sand	0	N / A	Misc	0	1	2	0	Kiste	144	0	0	0	0	Eine Kiste mit Gütern.
696	item404	Kiste mit Glasflaschen	0	N / A	Misc	0	1	2	0	Kiste	144	0	0	0	0	Eine Kiste mit Gütern.
697	item405	Kiste mit Enrothwein	0	N / A	Misc	0	1	2	0	Kiste	144	0	0	0	0	Eine Kiste mit Gütern.
698	item182	Befehle von Snergle	0	Mscroll	Misc	0	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
699	item182	Nachricht	0	Mscroll	Misc	0	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
700	item182	Nachricht aus Erathia	0	Mscroll	Misc	M1	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
701	item182	Cipher	200	Mscroll	Misc	M2	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
702	item182	Schriftrolle der Wellen	300	Mscroll	Misc	M3	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
703	item182	Kryptographie	0	Mscroll	Misc	M4	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
704	item182	Nachricht von Herrn Stantley	0	Mscroll	Misc	M5	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
705	item182	Riverstride Pläne	0	Mscroll	Misc	M6	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
706	item182	Falscher Riverstride Pläne	0	Mscroll	Misc	M7	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
707	item182	Teil des Soldaten - Tagebuches	0	Mscroll	Misc	M8	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
708	item182	Nachricht von Herrn Stantley	0	Mscroll	Misc	M9	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
709	item182	Zerrissene Seite	0	Mscroll	Misc	M10	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
710	item182	Reste eines Tagebuchs	0	Mscroll	Misc	M11	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
711	item182	Tagebuch - Auszug	0	Mscroll	Misc	M12	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
712	item182	Brief von Archibald	0	Mscroll	Misc	M13	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
713	item182	Brief von Malwick	0	Mscroll	Misc	M14	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
714	item182	Brief von Gavin Magnus	0	Mscroll	Misc	M15	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
715	item182	Teile eines Tagebuchs	0	Mscroll	Misc	M16	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
716	item182	Brief an Hairbaugh	0	Mscroll	Misc	M17	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
717	item182	Brief von Mr. Stantley	0	Mscroll	Misc	M18	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
718	item182	Tagebuch, 23. April	0	Mscroll	Misc	M19	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
719	item182	Tagebuch, 30. Juni	0	Mscroll	Misc	M20	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
720	item182	Tagebuch - Auszug	0	Mscroll	Misc	M21	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
721	item182	Brief	0	Mscroll	Misc	M22	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
722	item182	Tagebuch, 11. Dezember	0	Mscroll	Misc	M23	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
723	item182	Befehle aus Steadwick	0	Mscroll	Misc	M24	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
724	item182	Tagebuch, 2. Januar	0	Mscroll	Misc	M25	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
725	item182	Tagebuch, 19. September	0	Mscroll	Misc	M26	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
726	item182	Tagebuch - Eintrag	0	Mscroll	Misc	M27	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
727	item182	Leeres Pergament	0	Mscroll	Misc	M28	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
728	item182	Verkaufsrechnung	0	Mscroll	Misc	M29	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
729	item182	Empty Message Scroll	0	Mscroll	Misc	M29	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
730	item182	Empty Message Scroll	0	Mscroll	Misc	M30	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
731	item182	Empty Message Scroll	0	Mscroll	Misc	M32	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
732	item182	Empty Message Scroll	0	Mscroll	Misc	M33	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
733	item182	Empty Message Scroll	0	Mscroll	Misc	M34	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
734	item182	Brief von Xenofex	0	Mscroll	Misc	M35	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
735	item182	Empty Message Scroll	0	Mscroll	Misc	M36	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
736	item182	Empty Message Scroll	0	Mscroll	Misc	M37	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
737	item182	Empty Message Scroll	0	Mscroll	Misc	M38	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
738	item182	Empty Message Scroll	0	Mscroll	Misc	M39	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
739	item182	Empty Message Scroll	0	Mscroll	Misc	M40	1	2	0	Schriftrolle	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
740	item182	Rezept: Verjüngung	500	Mscroll	Misc	M41	71	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
741	item182	Rezept: Wahre Stärke	500	Mscroll	Misc	M42	70	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
742	item182	Rezept: Wahres Geschick	500	Mscroll	Misc	M43	69	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
743	item182	Rezept: Wahres Charisma	500	Mscroll	Misc	M44	68	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
744	item182	Rezept: Wahre Ausdauer	500	Mscroll	Misc	M45	67	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
745	item182	Rezept: Wahrer Intellekt	500	Mscroll	Misc	M46	66	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
746	item182	Rezept: Wahre Reaktion	500	Mscroll	Misc	M47	65	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
747	item182	Rezept: Wahres Glück	500	Mscroll	Misc	M48	64	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
748	item182	Rezept: Waffenöl des Drachentötens	500	Mscroll	Misc	M49	63	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
749	item182	Rezept: Tote auferwecken	500	Mscroll	Misc	M50	62	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
750	item182	Rezept: Essenz der Stärke	150	Mscroll	Misc	M51	40	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
751	item182	Rezept: Essenz des Intellekts	150	Mscroll	Misc	M52	41	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
752	item182	Rezept: Essenz des Charismas	150	Mscroll	Misc	M53	42	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
753	item182	Rezept: Essenz der Ausdauer	150	Mscroll	Misc	M54	43	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
754	item182	Rezept: Essenz der Reaktion	150	Mscroll	Misc	M55	44	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
755	item182	Rezept: Essenz des Geschicks	150	Mscroll	Misc	M56	45	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
756	item182	Rezept: Waffenöl der Flammen	150	Mscroll	Misc	M57	46	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
757	item182	Rezept: Waffenöl der Vereisung	150	Mscroll	Misc	M58	47	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
758	item182	Rezept: Waffenöl des Vergiftens	150	Mscroll	Misc	M59	48	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
759	item182	Rezept: Waffenöl der Funken	150	Mscroll	Misc	M60	49	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
760	item182	Rezept: Waffenöl der Schnelligkeit	150	Mscroll	Misc	M61	50	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
761	item182	Rezept: Stein zu Fleisch	150	Mscroll	Misc	M62	51	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
762	item182	Rezept: Gottes Wiederherstellung	150	Mscroll	Misc	M63	52	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
763	item182	Rezept: Gottes Heilung	150	Mscroll	Misc	M64	53	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
764	item182	Rezept: Gottes Macht	150	Mscroll	Misc	M65	54	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
765	item182	Rezept: Essenz des Glücks	150	Mscroll	Misc	M66	55	2	0	Rezept	77	0	0	0	0	Eine Schriftrolle. Um sie zu lesen, muß die Schriftrolle aufgenommen und über das Charakterbild im Inventory - Bildschirm geklickt werden.
